13905,783,38498,24233,19994,12096,50890,54487,22048,50218,47164,19618,27616,15347,46347,37745,25479,3666,32383,31756,39594,41165,48503,48378,37472,3707,38500,37086,26482,28387,34064,44706,37612,45492,28264,2467,51859,32421,43398,48391,11504,27772,12868,22835,44497,36371,10667,38686,8659,17035,42148,31552,20083,50385,46038,16427,6183,4078,19576,11686,41922,17565,10968,55122,4107,40355,38671,3635,55802,36103,43061,36850,6949,18047,36234,20674,8214,9349,27060,56399,35460,28742,57306,6,54748,29242,44600,22671,26241,54205,33556,1974,0,16743,13599,53294,42357,15548,17846,350,23780,54671,5063,40750,51276,20413,39654,6583,21838,42721,25978,31786,24536,38160,42579,35828,13287,18798,14311,52910,29707,54975,1779,23179,36386,277,5986,9411
44895,57352,2720,108,56090,6457,18031,2894,18334,58214,54318,52106,25166,56611,4606,18608,54889,12128,5832,37166,8370,4259,28956,21317,23483,28052,16473,41924,58369,45679,6420,51347,33663,8886,25404,36629,26251,51246,32956,58938,41707,22715,32425,7647,40277,21193,47045,53561,20151,21428,3721,47809,46967,16113,38157,6476,41596,30096,56911,27089,19504,53074,36347,5656,12906,46145,57738,13646,59615,45047,10539,35165,55994,16963,55695,54688,43053,50615,50473,43662,17686,7193,56718,39397,39894,46630,34569,43882,29806,17684,47326,15221,19209,26336,50604,6559,11393,7351,34928,46522,55377,51581,34451,13977,58037,39511,13497,52906,31000,43034,13874,23243,24890,12070,12360,10080,4129,6569,41665,10333,17763,46993,16624,14763,25592,11513,32432,30107
48811,20773,57180,57774,18865,10406,57461,1434,55264,40484,39446,38409,49928,23838,18987,18968,28148,29855,39340,54630,3837,15680,3584,13607,57346,34546,17773,5483,12842,5739,33229,15010,7547,27824,49798,12857,56856,49318,17827,11098,4777,2100,9866,29933,22015,38812,28789,58040,9648,25351,54558,59870,13022,20192,1882,10152,21222,52339,47851,41088,56828,43910,3533,58683,27244,41114,28849,58498,55625,26299,2337,53818,14884,41433,33944,2936,4468,20246,31396,3117,57940,31050,5293,35307,44572,41155,45226,58320,43652,16567,54282,15272,25145,55908,8230,51757,47666,11419,13871,4681,38330,16297,48102,30464,36752,11595,238,48615,7399,56051,47749,36007,18431,20423,51431,56671,43393,19953,3156,27584,36496,15005,45122,26097,12440,6735,28445,45141
53930,1089,3683,19836,1033,58489,17287,45523,51785,35999,2124,29185,22023,53031,52748,5834,9218,49102,28807,3489,12575,10422,47727,48225,7442,44412,27783,27221,4108,52840,51267,52842,43235,8586,12190,32880,32530,2269,49637,5380,6816,27631,44707,6381,19752,56241,16246,55026,2359,59782,37685,50100,10666,40485,36704,40225,18716,20870,24182,31028,28898,41601,23153,32161,40430,18580,5321,40282,1166,23039,55771,13615,10834,42971,30694,20796,27085,14236,43076,25462,52064,13637,52388,38398,18415,20594,46382,31353,39291,6355,36069,47313,14091,28622,53794,41236,59572,14341,11328,14986,17670,14825,47166,18777,8579,21744,7033,34295,58816,14432,36243,50747,25919,16662,27092,9824,32067,26175,8193,29829,28161,547,15310,19182,8206,43132,46282,13186
32241,11580,54005,43010,3204,49764,35162,6077,43144,36070,55846,11984,7542,14072,8499,52857,46436,2620,24783,56896,56273,28377,22242,43731,57926,4572,17738,51691,43574,54976,45090,26786,25800,47627,37293,14189,9527,51072,1114,55068,6777,47544,17422,43193,45670,34004,56614,44629,38002,451,55100,24927,45167,14913,19391,5437,29473,27905,53509,47960,37949,55374,1261,42440,3928,20997,28570,47278,59674,15519,26366,17126,4063,48769,46297,6898,32281,50523,32642,42378,2533,8349,55800,26908,53562,59032,24708,26897,32696,20538,35242,5126,51593,28028,1627,25083,10897,37862,24359,15471,41572,5178,7782,53385,10417,19785,45512,59115,27347,55195,53632,37701,7367,33466,13775,34250,8603,34732,48513,30560,54743,16401,41993,48261,23717,20864,32806,55234
12428,56614,56853,55259,25798,39662,2774,36117,52299,32479,51587,1435,55409,12323,46215,6081,43210,20401,16527,37550,27856,57507,38148,24745,16709,9655,37212,45964,17799,46806,55077,57749,28230,772,21581,57543,11247,38393,29508,35225,38809,50637,46382,37966,34478,51649,17269,23744,54038,41794,37721,13762,10932,33315,43575,15405,59016,40792,11483,16551,36969,43211,54703,26607,21335,39608,19905,16652,32226,53250,31101,55898,1845,15157,38768,53725,32156,23735,36811,53486,2515,29183,37456,17799,21286,43967,28819,53950,26236,30288,32500,37825,9604,23563,17806,52643,37600,55525,1325,52672,16750,28044,9446,11226,5620,1408,57331,43326,30715,46178,31565,34411,33255,31194,22217,20061,30204,43985,30016,21582,30255,24385,57270,44212,50172,32919,425,14832
7906,28726,11350,37074,45788,55410,11505,55681,15963,16523,23637,43870,13221,21262,33556,30306,10052,33940,55354,39686,56773,32519,27974,56446,48438,7163,25653,8606,10031,4634,9464,33776,35305,48818,21439,31988,55202,33236,57572,25376,8615,18229,29999,17168,43598,36396,46717,32433,18902,55234,16392,19837,52014,20060,46741,21582,50026,40425,35323,51012,41325,22242,24639,4850,46227,33131,53766,10316,46026,34427,27222,41010,36033,20127,8840,16701,1905,33507,26213,36490,12212,19307,56730,34500,56085,8362,28400,17232,25237,44743,24502,38809,12399,45837,43977,43167,8831,21908,39590,44421,15212,30048,37846,47729,35528,23805,20533,8793,58357,43111,23455,42869,465,19606,15947,10251,42402,29728,2910,22801,36005,10937,55863,21830,29747,42214,37407,22001
396,27569,47873,34549,46562,39972,49476,52180,55289,31483,21569,3780,21172,21428,424,27569,16452,23183,34185,30392,40450,54612,31624,24507,53369,39443,8973,13999,43827,30162,38591,55927,56277,6533,4279,54680,5786,5205,39448,54535,35697,46632,36761,10003,354,22391,31655,11644,27283,55768,25364,43592,31171,43282,47922,37768,9012,5095,45292,32788,57970,34404,51187,10510,48843,28072,19136,13174,17966,1688,40222,19963,14227,47404,16010,36151,17480,55492,48783,23990,35464,51006,30230,7844,26678,11609,55035,24702,37420,17369,15426,26446,37532,25650,25019,11242,35788,160,57368,13963,11010,28649,6528,51064,56206,35564,58284,26712,15262,40207,16888,6074,18300,50115,46757,54136,24609,38143,22598,22157,36839,53873,19570,15102,45945,6184,14268,16206
19850,46429,30204,41341,57490,26957,20178,32922,14837,48515,49859,47845,35388,25401,25073,27806,2561,20780,9443,9848,2714,2438,44567,4627,42,50839,55917,37620,7884,32470,53046,6460,54279,18101,20923,16443,15614,7723,4028,52294,51952,43173,14259,47611,54374,8461,44467,18130,52364,13124,41572,609,14211,45515,45717,27036,45519,41281,46203,50148,9665,30785,22296,4076,47340,25583,12698,4227,52011,29332,50458,54545,48379,17736,54687,55013,13265,34257,36684,19442,52295,3741,4727,9342,31541,42352,13039,23772,25392,844,32109,52844,58151,23200,31713,53666,4135,17214,41618,11998,42390,47623,10683,20654,23683,9977,42753,49907,44142,58516,29403,44921,45688,2646,48214,9488,54852,7304,43801,43063,50665,57873,49567,10675,1313,58803,28780,7928
9274,25659,18481,38719,16076,39790,26474,58270,6812,55083,34173,15640,31388,47736,6320,48018,46957,53201,39038,31351,52413,34648,49547,22351,10661,20667,58928,6570,830,39428,16541,46147,39336,4866,41535,31171,52158,28021,40078,47790,44206,47445,23642,23892,33096,27167,26851,9424,42525,9817,33768,11125,17132,39930,32255,27631,28478,31530,48522,36835,54852,3163,19943,35940,4051,39515,2043,11509,59146,9627,15376,57791,11943,11661,10028,56450,53966,57944,6421,21570,37315,3533,53027,11276,19173,51503,42729,8532,50811,28503,5072,45025,40616,2420,51067,33330,16890,332,27301,4744,6761,31609,52271,17015,1458,9514,54815,49322,49621,1087,36265,30510,24518,34235,38664,28980,860,4725,54090,28270,43152,42604,22503,34739,21653,56964,9587,27802
55819,19401,7736,41595,19665,6602,21067,45853,11029,7735,6254,25570,32560,41042,57128,51844,14279,39822,2010,2702,40902,45544,28768,40572,35623,11669,11071,53755,45402,21284,56361,35423,31658,28583,42322,35463,5700,3677,3437,22859,31595,58394,26897,44546,619,21224,52173,23965,17260,40736,2018,23233,20148,44901,10955,56301,41867,3225,19672,52454,57497,35009,51734,4003,50146,41280,7432,39048,34472,56214,14845,18065,26971,43161,34396,12439,17151,38519,5932,10979,37474,20458,43276,22012,41835,3872,43387,14217,40877,33003,30504,53251,6151,28947,13876,37082,36387,30802,59733,52458,10559,59972,39892,14213,51301,57131,13413,12492,13580,24105,44387,39637,57727,54634,56397,12312,59739,19777,6409,36963,20935,4166,51699,5957,12493,40413,58777,27939
8804,59438,270,57284,57571,47990,20224,25764,53758,4319,9138,9096,15038,32420,5897,56447,13415,49306,43247,21754,56287,57325,52945,38215,7709,38536,9021,18104,40110,18248,14354,46538,52497,52921,25507,23743,239,24758,1920,9132,15847,6173,4881,27627,34418,38923,17810,52712,42818,47095,37280,58503,9386,42009,13643,15294,29548,7627,51090,54190,25582,823,20817,35961,16061,55297,51423,52474,38220,11085,33455,40730,48597,58284,42619,26273,20090,52713,27360,38144,6092,43970,45531,23791,51501,766,18690,46388,10804,14825,53499,17325,16577,19756,21370,11131,16194,15786,3631,51971,9524,22051,13015,28076,5037,21676,22057,58647,32448,34316,59727,32013,6791,33988,49629,12394,4108,27412,32234,6472,6467,7743,39314,30737,31924,50601,53133,38970
48086,29574,24477,48475,6959,53632,1063,39170,26298,58557,8657,31247,50852,53738,53481,16268,10207,41071,36518,7369,15831,43168,52771,7004,27314,42073,17898,24287,7798,1511,22310,7428,59171,59749,16030,7429,22742,14181,20323,58993,21102,14028,7901,58798,36047,15793,51758,317,18586,35431,11612,6564,35470,29181,4931,51115,37763,56259,5790,46047,46001,59527,32433,31178,44391,6513,35597,376,36856,18835,48449,20825,15216,11190,39594,21395,8918,29223,31430,23326,56362,38611,50495,47679,17088,54706,47762,36242,26333,36197,53037,53712,24685,19231,37695,40555,43363,43211,3774,4052,42922,42297,17958,33600,54574,48637,47746,50076,58866,23457,48075,53759,25518,55374,24383,5573,25012,11451,22112,25477,43668,3933,13172,45770,37451,43306,28884,32916
6617,53387,32638,28002,38113,17917,12109,26770,59022,15602,48396,37734,27371,51709,54366,34828,52971,51547,50567,33779,17457,40821,42235,39674,21109,20799,45878,53137,20869,1165,17927,22913,15661,36334,4521,35168,53042,23205,2175,51135,23262,56726,58105,56718,49226,3661,24420,32404,6517,59136,9655,8728,41739,39438,17188,46005,46263,40595,33346,5308,27198,34657,34227,11996,11630,12024,56671,25999,40643,53540,33404,18907,9646,29713,52478,40318,18131,49144,38396,1383,27086,5473,26107,27875,37392,14199,46997,34491,5380,34056,45048,10550,3317,36141,36493,6222,27998,44320,56669,3004,32208,9578,55874,35795,23079,8299,46892,29737,44391,49601,29184,18166,57917,49671,30689,6387,38544,59545,26825,56036,21646,42878,2179,37830,54849,10947,55598,30352
56864,58675,39143,20843,37942,13838,56894,27935,30834,10932,9169,55288,964,57605,36704,58836,3379,672,44605,49182,17088,13993,11557,2185,7164,8169,35751,9537,4184,8019,53894,46562,17764,55517,54575,48442,34521,6897,37189,22643,56129,31166,27075,44567,42733,32008,49811,54246,10952,29519,30275,37172,15585,52290,59756,34166,39235,15621,17360,17811,39351,34518,46261,52983,59367,36725,31815,44648,48780,4706,42214,22290,22693,46549,22833,36221,3039,13656,32133,35080,27536,22583,52380,43000,48101,43148,9658,39296,22831,13375,39740,56793,45437,36386,11723,15541,20444,17193,51597,42374,53264,54636,13186,8079,41960,55405,32598,35721,35818,31220,45104,34549,41260,15063,20555,20036,20283,16001,38451,17270,41649,44584,55611,53954,9194,54849,20934,50680
9085,38411,33795,51576,41175,2988,26777,11911,9327,28378,27100,22162,11930,37767,49378,43266,26736,26453,47924,15541,3384,53774,23042,39728,36704,5305,22343,53164,44196,50913,9592,24926,27906,45292,25268,10546,49561,8781,709,3518,48310,56443,15958,17025,10503,43816,45721,56089,54890,58917,16142,1846,6549,25897,36264,11488,6317,43042,8489,18386,42211,1582,13661,39712,48909,13406,17856,23230,17745,57545,36246,16074,27009,57863,48663,1704,27153,8781,39024,51668,8684,48563,4998,51719,52457,40252,1225,39555,41629,40167,33315,43112,6159,25894,241,24140,16719,24996,22804,20734,17935,57953,48369,4716,27826,52781,30494,57406,9781,47544,29682,44823,42736,59519,23175,40538,21273,30159,104,58254,20078,7421,6313,52495,33089,16959,53289,45008
